Date,SKU,Quantity,Category
2023-05-05,CLTH-SNEAKERS-001,103,Clothing
2023-05-06,CLTH-SNEAKERS-001,129,Clothing
2023-05-07,CLTH-SNEAKERS-001,148,Clothing
2023-05-08,CLTH-SNEAKERS-001,114,Clothing
2023-05-09,CLTH-SNEAKERS-001,156,Clothing
2023-05-10,CLTH-SNEAKERS-001,98,Clothing
2023-05-11,CLTH-SNEAKERS-001,98,Clothing
2023-05-12,CLTH-SNEAKERS-001,115,Clothing
2023-05-13,CLTH-SNEAKERS-001,90,Clothing
2023-05-14,CLTH-SNEAKERS-001,115,Clothing
2023-05-15,CLTH-SNEAKERS-001,87,Clothing
2023-05-16,CLTH-SNEAKERS-001,79,Clothing
2023-05-17,CLTH-SNEAKERS-001,90,Clothing
2023-05-18,CLTH-SNEAKERS-001,93,Clothing
2023-05-19,CLTH-SNEAKERS-001,106,Clothing
2023-05-20,CLTH-SNEAKERS-001,185,Clothing
2023-05-21,CLTH-SNEAKERS-001,188,Clothing
2023-05-22,CLTH-SNEAKERS-001,139,Clothing
2023-05-23,CLTH-SNEAKERS-001,75,Clothing
2023-05-24,CLTH-SNEAKERS-001,103,Clothing
2023-05-25,CLTH-SNEAKERS-001,113,Clothing
2023-05-26,CLTH-SNEAKERS-001,114,Clothing
2023-05-27,CLTH-SNEAKERS-001,137,Clothing
2023-05-28,CLTH-SNEAKERS-001,134,Clothing
2023-05-29,CLTH-SNEAKERS-001,92,Clothing
2023-05-30,CLTH-SNEAKERS-001,97,Clothing
2023-05-31,CLTH-SNEAKERS-001,109,Clothing
2023-06-01,CLTH-SNEAKERS-001,96,Clothing
2023-06-02,CLTH-SNEAKERS-001,108,Clothing
2023-06-03,CLTH-SNEAKERS-001,111,Clothing
2023-06-04,CLTH-SNEAKERS-001,128,Clothing
2023-06-05,CLTH-SNEAKERS-001,70,Clothing
2023-06-06,CLTH-SNEAKERS-001,116,Clothing
2023-06-07,CLTH-SNEAKERS-001,101,Clothing
2023-06-08,CLTH-SNEAKERS-001,74,Clothing
2023-06-09,CLTH-SNEAKERS-001,114,Clothing
2023-06-10,CLTH-SNEAKERS-001,80,Clothing
2023-06-11,CLTH-SNEAKERS-001,113,Clothing
2023-06-12,CLTH-SNEAKERS-001,90,Clothing
2023-06-13,CLTH-SNEAKERS-001,85,Clothing
2023-06-14,CLTH-SNEAKERS-001,96,Clothing
2023-06-15,CLTH-SNEAKERS-001,122,Clothing
2023-06-16,CLTH-SNEAKERS-001,100,Clothing
2023-06-17,CLTH-SNEAKERS-001,99,Clothing
2023-06-18,CLTH-SNEAKERS-001,126,Clothing
2023-06-19,CLTH-SNEAKERS-001,103,Clothing
2023-06-20,CLTH-SNEAKERS-001,94,Clothing
2023-06-21,CLTH-SNEAKERS-001,6,Clothing
2023-06-22,CLTH-SNEAKERS-001,113,Clothing
2023-06-23,CLTH-SNEAKERS-001,96,Clothing
2023-06-24,CLTH-SNEAKERS-001,109,Clothing
2023-06-25,CLTH-SNEAKERS-001,123,Clothing
2023-06-26,CLTH-SNEAKERS-001,100,Clothing
2023-06-27,CLTH-SNEAKERS-001,102,Clothing
2023-06-28,CLTH-SNEAKERS-001,82,Clothing
2023-06-29,CLTH-SNEAKERS-001,122,Clothing
2023-06-30,CLTH-SNEAKERS-001,100,Clothing
2023-07-01,CLTH-SNEAKERS-001,134,Clothing
2023-07-02,CLTH-SNEAKERS-001,131,Clothing
2023-07-03,CLTH-SNEAKERS-001,118,Clothing
2023-07-04,CLTH-SNEAKERS-001,170,Clothing
2023-07-05,CLTH-SNEAKERS-001,149,Clothing
2023-07-06,CLTH-SNEAKERS-001,138,Clothing
2023-07-07,CLTH-SNEAKERS-001,137,Clothing
2023-07-08,CLTH-SNEAKERS-001,146,Clothing
2023-07-09,CLTH-SNEAKERS-001,66,Clothing
2023-07-10,CLTH-SNEAKERS-001,70,Clothing
2023-07-11,CLTH-SNEAKERS-001,98,Clothing
2023-07-12,CLTH-SNEAKERS-001,78,Clothing
2023-07-13,CLTH-SNEAKERS-001,100,Clothing
2023-07-14,CLTH-SNEAKERS-001,105,Clothing
2023-07-15,CLTH-SNEAKERS-001,224,Clothing
2023-07-16,CLTH-SNEAKERS-001,192,Clothing
2023-07-17,CLTH-SNEAKERS-001,112,Clothing
2023-07-18,CLTH-SNEAKERS-001,92,Clothing
2023-07-19,CLTH-SNEAKERS-001,140,Clothing
2023-07-20,CLTH-SNEAKERS-001,132,Clothing
2023-07-21,CLTH-SNEAKERS-001,168,Clothing
2023-07-22,CLTH-SNEAKERS-001,104,Clothing
2023-07-23,CLTH-SNEAKERS-001,86,Clothing
2023-07-24,CLTH-SNEAKERS-001,88,Clothing
2023-07-25,CLTH-SNEAKERS-001,103,Clothing
2023-07-26,CLTH-SNEAKERS-001,83,Clothing
2023-07-27,CLTH-SNEAKERS-001,161,Clothing
2023-07-28,CLTH-SNEAKERS-001,147,Clothing
2023-07-29,CLTH-SNEAKERS-001,184,Clothing
2023-07-30,CLTH-SNEAKERS-001,175,Clothing
2023-07-31,CLTH-SNEAKERS-001,120,Clothing
2023-08-01,CLTH-SNEAKERS-001,379,Clothing
2023-08-02,CLTH-SNEAKERS-001,327,Clothing
2023-08-03,CLTH-SNEAKERS-001,229,Clothing
2023-08-04,CLTH-SNEAKERS-001,264,Clothing
2023-08-05,CLTH-SNEAKERS-001,263,Clothing
2023-08-06,CLTH-SNEAKERS-001,253,Clothing
2023-08-07,CLTH-SNEAKERS-001,154,Clothing
2023-08-08,CLTH-SNEAKERS-001,219,Clothing
2023-08-09,CLTH-SNEAKERS-001,226,Clothing
2023-08-10,CLTH-SNEAKERS-001,227,Clothing
2023-08-11,CLTH-SNEAKERS-001,262,Clothing
2023-08-12,CLTH-SNEAKERS-001,352,Clothing
2023-08-13,CLTH-SNEAKERS-001,335,Clothing
2023-08-14,CLTH-SNEAKERS-001,273,Clothing
2023-08-15,CLTH-SNEAKERS-001,385,Clothing
2023-08-16,CLTH-SNEAKERS-001,337,Clothing
2023-08-17,CLTH-SNEAKERS-001,334,Clothing
2023-08-18,CLTH-SNEAKERS-001,406,Clothing
2023-08-19,CLTH-SNEAKERS-001,433,Clothing
2023-08-20,CLTH-SNEAKERS-001,341,Clothing
2023-08-21,CLTH-SNEAKERS-001,229,Clothing
2023-08-22,CLTH-SNEAKERS-001,298,Clothing
2023-08-23,CLTH-SNEAKERS-001,313,Clothing
2023-08-24,CLTH-SNEAKERS-001,315,Clothing
2023-08-25,CLTH-SNEAKERS-001,289,Clothing
2023-08-26,CLTH-SNEAKERS-001,304,Clothing
2023-08-27,CLTH-SNEAKERS-001,231,Clothing
2023-08-28,CLTH-SNEAKERS-001,193,Clothing
2023-08-29,CLTH-SNEAKERS-001,207,Clothing
2023-08-30,CLTH-SNEAKERS-001,257,Clothing
2023-08-31,CLTH-SNEAKERS-001,173,Clothing
2023-09-01,CLTH-SNEAKERS-001,258,Clothing
2023-09-02,CLTH-SNEAKERS-001,310,Clothing
2023-09-03,CLTH-SNEAKERS-001,268,Clothing
2023-09-04,CLTH-SNEAKERS-001,283,Clothing
2023-09-05,CLTH-SNEAKERS-001,250,Clothing
2023-09-06,CLTH-SNEAKERS-001,201,Clothing
2023-09-07,CLTH-SNEAKERS-001,234,Clothing
2023-09-08,CLTH-SNEAKERS-001,200,Clothing
2023-09-09,CLTH-SNEAKERS-001,293,Clothing
2023-09-10,CLTH-SNEAKERS-001,228,Clothing
2023-09-11,CLTH-SNEAKERS-001,229,Clothing
2023-09-12,CLTH-SNEAKERS-001,218,Clothing
2023-09-13,CLTH-SNEAKERS-001,233,Clothing
2023-09-14,CLTH-SNEAKERS-001,215,Clothing
2023-09-15,CLTH-SNEAKERS-001,344,Clothing
2023-09-16,CLTH-SNEAKERS-001,282,Clothing
2023-09-17,CLTH-SNEAKERS-001,333,Clothing
2023-09-18,CLTH-SNEAKERS-001,226,Clothing
2023-09-19,CLTH-SNEAKERS-001,255,Clothing
2023-09-20,CLTH-SNEAKERS-001,250,Clothing
2023-09-21,CLTH-SNEAKERS-001,251,Clothing
2023-09-22,CLTH-SNEAKERS-001,194,Clothing
2023-09-23,CLTH-SNEAKERS-001,284,Clothing
2023-09-24,CLTH-SNEAKERS-001,294,Clothing
2023-09-25,CLTH-SNEAKERS-001,200,Clothing
2023-09-26,CLTH-SNEAKERS-001,187,Clothing
2023-09-27,CLTH-SNEAKERS-001,236,Clothing
2023-09-28,CLTH-SNEAKERS-001,298,Clothing
2023-09-29,CLTH-SNEAKERS-001,324,Clothing
2023-09-30,CLTH-SNEAKERS-001,294,Clothing
2023-10-01,CLTH-SNEAKERS-001,119,Clothing
2023-10-02,CLTH-SNEAKERS-001,76,Clothing
2023-10-03,CLTH-SNEAKERS-001,70,Clothing
2023-10-04,CLTH-SNEAKERS-001,82,Clothing
2023-10-05,CLTH-SNEAKERS-001,117,Clothing
2023-10-06,CLTH-SNEAKERS-001,105,Clothing
2023-10-07,CLTH-SNEAKERS-001,114,Clothing
2023-10-08,CLTH-SNEAKERS-001,100,Clothing
2023-10-09,CLTH-SNEAKERS-001,104,Clothing
2023-10-10,CLTH-SNEAKERS-001,177,Clothing
2023-10-11,CLTH-SNEAKERS-001,190,Clothing
2023-10-12,CLTH-SNEAKERS-001,139,Clothing
2023-10-13,CLTH-SNEAKERS-001,171,Clothing
2023-10-14,CLTH-SNEAKERS-001,138,Clothing
2023-10-15,CLTH-SNEAKERS-001,192,Clothing
2023-10-16,CLTH-SNEAKERS-001,66,Clothing
2023-10-17,CLTH-SNEAKERS-001,98,Clothing
2023-10-18,CLTH-SNEAKERS-001,79,Clothing
2023-10-19,CLTH-SNEAKERS-001,86,Clothing
2023-10-20,CLTH-SNEAKERS-001,95,Clothing
2023-10-21,CLTH-SNEAKERS-001,108,Clothing
2023-10-22,CLTH-SNEAKERS-001,96,Clothing
2023-10-23,CLTH-SNEAKERS-001,74,Clothing
2023-10-24,CLTH-SNEAKERS-001,107,Clothing
2023-10-25,CLTH-SNEAKERS-001,79,Clothing
2023-10-26,CLTH-SNEAKERS-001,98,Clothing
2023-10-27,CLTH-SNEAKERS-001,129,Clothing
2023-10-28,CLTH-SNEAKERS-001,110,Clothing
2023-10-29,CLTH-SNEAKERS-001,93,Clothing
2023-10-30,CLTH-SNEAKERS-001,78,Clothing
2023-10-31,CLTH-SNEAKERS-001,112,Clothing
2023-11-01,CLTH-SNEAKERS-001,98,Clothing
2023-11-02,CLTH-SNEAKERS-001,87,Clothing
2023-11-03,CLTH-SNEAKERS-001,117,Clothing
2023-11-04,CLTH-SNEAKERS-001,99,Clothing
2023-11-05,CLTH-SNEAKERS-001,115,Clothing
2023-11-06,CLTH-SNEAKERS-001,86,Clothing
2023-11-07,CLTH-SNEAKERS-001,91,Clothing
2023-11-08,CLTH-SNEAKERS-001,83,Clothing
2023-11-09,CLTH-SNEAKERS-001,82,Clothing
2023-11-10,CLTH-SNEAKERS-001,118,Clothing
2023-11-11,CLTH-SNEAKERS-001,212,Clothing
2023-11-12,CLTH-SNEAKERS-001,142,Clothing
2023-11-13,CLTH-SNEAKERS-001,130,Clothing
2023-11-14,CLTH-SNEAKERS-001,65,Clothing
2023-11-15,CLTH-SNEAKERS-001,87,Clothing
2023-11-16,CLTH-SNEAKERS-001,95,Clothing
2023-11-17,CLTH-SNEAKERS-001,94,Clothing
2023-11-18,CLTH-SNEAKERS-001,102,Clothing
2023-11-19,CLTH-SNEAKERS-001,94,Clothing
2023-11-20,CLTH-SNEAKERS-001,84,Clothing
2023-11-21,CLTH-SNEAKERS-001,92,Clothing
2023-11-22,CLTH-SNEAKERS-001,76,Clothing
2023-11-23,CLTH-SNEAKERS-001,78,Clothing
2023-11-24,CLTH-SNEAKERS-001,179,Clothing
2023-11-25,CLTH-SNEAKERS-001,689,Clothing
2023-11-26,CLTH-SNEAKERS-001,292,Clothing
2023-11-27,CLTH-SNEAKERS-001,203,Clothing
2023-11-28,CLTH-SNEAKERS-001,413,Clothing
2023-11-29,CLTH-SNEAKERS-001,115,Clothing
2023-11-30,CLTH-SNEAKERS-001,90,Clothing
2023-12-01,CLTH-SNEAKERS-001,116,Clothing
2023-12-02,CLTH-SNEAKERS-001,122,Clothing
2023-12-03,CLTH-SNEAKERS-001,71,Clothing
2023-12-04,CLTH-SNEAKERS-001,90,Clothing
2023-12-05,CLTH-SNEAKERS-001,98,Clothing
2023-12-06,CLTH-SNEAKERS-001,103,Clothing
2023-12-07,CLTH-SNEAKERS-001,152,Clothing
2023-12-08,CLTH-SNEAKERS-001,75,Clothing
2023-12-09,CLTH-SNEAKERS-001,150,Clothing
2023-12-10,CLTH-SNEAKERS-001,100,Clothing
2023-12-11,CLTH-SNEAKERS-001,127,Clothing
2023-12-12,CLTH-SNEAKERS-001,142,Clothing
2023-12-13,CLTH-SNEAKERS-001,134,Clothing
2023-12-14,CLTH-SNEAKERS-001,131,Clothing
2023-12-15,CLTH-SNEAKERS-001,173,Clothing
2023-12-16,CLTH-SNEAKERS-001,138,Clothing
2023-12-17,CLTH-SNEAKERS-001,211,Clothing
2023-12-18,CLTH-SNEAKERS-001,137,Clothing
2023-12-19,CLTH-SNEAKERS-001,143,Clothing
2023-12-20,CLTH-SNEAKERS-001,268,Clothing
2023-12-21,CLTH-SNEAKERS-001,307,Clothing
2023-12-22,CLTH-SNEAKERS-001,243,Clothing
2023-12-23,CLTH-SNEAKERS-001,265,Clothing
2023-12-24,CLTH-SNEAKERS-001,169,Clothing
2023-12-25,CLTH-SNEAKERS-001,90,Clothing
2023-12-26,CLTH-SNEAKERS-001,105,Clothing
2023-12-27,CLTH-SNEAKERS-001,122,Clothing
2023-12-28,CLTH-SNEAKERS-001,93,Clothing
2023-12-29,CLTH-SNEAKERS-001,121,Clothing
2023-12-30,CLTH-SNEAKERS-001,121,Clothing
2023-12-31,CLTH-SNEAKERS-001,126,Clothing
2023-01-01,HOME-FURNITURE-001,15,Home
2023-01-02,HOME-FURNITURE-001,14,Home
2023-01-03,HOME-FURNITURE-001,14,Home
2023-01-04,HOME-FURNITURE-001,15,Home
2023-01-05,HOME-FURNITURE-001,15,Home
2023-01-06,HOME-FURNITURE-001,18,Home
2023-01-07,HOME-FURNITURE-001,18,Home
2023-01-08,HOME-FURNITURE-001,17,Home
2023-01-09,HOME-FURNITURE-001,24,Home
2023-01-10,HOME-FURNITURE-001,26,Home
2023-01-11,HOME-FURNITURE-001,26,Home
2023-01-12,HOME-FURNITURE-001,21,Home
2023-01-13,HOME-FURNITURE-001,22,Home
2023-01-14,HOME-FURNITURE-001,21,Home
2023-01-15,HOME-FURNITURE-001,19,Home
2023-01-16,HOME-FURNITURE-001,15,Home
2023-01-17,HOME-FURNITURE-001,13,Home
2023-01-18,HOME-FURNITURE-001,14,Home
2023-01-19,HOME-FURNITURE-001,11,Home
2023-01-20,HOME-FURNITURE-001,16,Home
2023-01-21,HOME-FURNITURE-001,22,Home
2023-01-22,HOME-FURNITURE-001,23,Home
2023-01-23,HOME-FURNITURE-001,21,Home
2023-01-24,HOME-FURNITURE-001,22,Home
2023-01-25,HOME-FURNITURE-001,24,Home
2023-01-26,HOME-FURNITURE-001,19,Home
2023-01-27,HOME-FURNITURE-001,17,Home
2023-01-28,HOME-FURNITURE-001,10,Home
2023-01-29,HOME-FURNITURE-001,16,Home
2023-01-30,HOME-FURNITURE-001,9,Home
2023-01-31,HOME-FURNITURE-001,27,Home
2023-02-01,HOME-FURNITURE-001,2,Home
2023-02-02,HOME-FURNITURE-001,24,Home
2023-02-03,HOME-FURNITURE-001,21,Home
2023-02-04,HOME-FURNITURE-001,16,Home
2023-02-05,HOME-FURNITURE-001,21,Home
2023-02-06,HOME-FURNITURE-001,14,Home
2023-02-07,HOME-FURNITURE-001,17,Home
2023-02-08,HOME-FURNITURE-001,21,Home
2023-02-09,HOME-FURNITURE-001,15,Home
2023-02-10,HOME-FURNITURE-001,23,Home
2023-02-11,HOME-FURNITURE-001,23,Home
2023-02-12,HOME-FURNITURE-001,18,Home
2023-02-13,HOME-FURNITURE-001,17,Home
2023-02-14,HOME-FURNITURE-001,24,Home
2023-02-15,HOME-FURNITURE-001,22,Home
2023-02-16,HOME-FURNITURE-001,24,Home
2023-02-17,HOME-FURNITURE-001,24,Home
2023-02-18,HOME-FURNITURE-001,13,Home
2023-02-19,HOME-FURNITURE-001,17,Home
2023-02-20,HOME-FURNITURE-001,9,Home
2023-02-21,HOME-FURNITURE-001,15,Home
2023-02-22,HOME-FURNITURE-001,12,Home
2023-02-23,HOME-FURNITURE-001,19,Home
2023-02-24,HOME-FURNITURE-001,20,Home
2023-02-25,HOME-FURNITURE-001,19,Home
2023-02-26,HOME-FURNITURE-001,20,Home
2023-02-27,HOME-FURNITURE-001,11,Home
2023-02-28,HOME-FURNITURE-001,16,Home
2023-03-01,HOME-FURNITURE-001,39,Home
2023-03-02,HOME-FURNITURE-001,60,Home
2023-03-03,HOME-FURNITURE-001,79,Home
2023-03-04,HOME-FURNITURE-001,80,Home
2023-03-05,HOME-FURNITURE-001,66,Home
2023-03-06,HOME-FURNITURE-001,36,Home
2023-03-07,HOME-FURNITURE-001,32,Home
2023-03-08,HOME-FURNITURE-001,37,Home
2023-03-09,HOME-FURNITURE-001,39,Home
2023-03-10,HOME-FURNITURE-001,36,Home
2023-03-11,HOME-FURNITURE-001,65,Home
2023-03-12,HOME-FURNITURE-001,51,Home
2023-03-13,HOME-FURNITURE-001,35,Home
2023-03-14,HOME-FURNITURE-001,38,Home
2023-03-15,HOME-FURNITURE-001,37,Home
2023-03-16,HOME-FURNITURE-001,33,Home
2023-03-17,HOME-FURNITURE-001,44,Home
2023-03-18,HOME-FURNITURE-001,49,Home
2023-03-19,HOME-FURNITURE-001,34,Home
2023-03-20,HOME-FURNITURE-001,34,Home
2023-03-21,HOME-FURNITURE-001,37,Home
2023-03-22,HOME-FURNITURE-001,27,Home
2023-03-23,HOME-FURNITURE-001,33,Home
2023-03-24,HOME-FURNITURE-001,41,Home
2023-03-25,HOME-FURNITURE-001,61,Home
2023-03-26,HOME-FURNITURE-001,45,Home
2023-03-27,HOME-FURNITURE-001,26,Home
2023-03-28,HOME-FURNITURE-001,41,Home
2023-03-29,HOME-FURNITURE-001,35,Home
2023-03-30,HOME-FURNITURE-001,53,Home
2023-03-31,HOME-FURNITURE-001,49,Home
2023-04-01,HOME-FURNITURE-001,61,Home
2023-04-02,HOME-FURNITURE-001,61,Home
2023-04-03,HOME-FURNITURE-001,29,Home
2023-04-04,HOME-FURNITURE-001,46,Home
2023-04-05,HOME-FURNITURE-001,48,Home
2023-04-06,HOME-FURNITURE-001,55,Home
2023-04-07,HOME-FURNITURE-001,38,Home
2023-04-08,HOME-FURNITURE-001,41,Home
2023-04-09,HOME-FURNITURE-001,59,Home
2023-04-10,HOME-FURNITURE-001,53,Home
2023-04-11,HOME-FURNITURE-001,45,Home
2023-04-12,HOME-FURNITURE-001,35,Home
2023-04-13,HOME-FURNITURE-001,36,Home
2023-04-14,HOME-FURNITURE-001,51,Home
2023-04-15,HOME-FURNITURE-001,34,Home
2023-04-16,HOME-FURNITURE-001,39,Home
2023-04-17,HOME-FURNITURE-001,33,Home
2023-04-18,HOME-FURNITURE-001,41,Home
2023-04-19,HOME-FURNITURE-001,35,Home
2023-04-20,HOME-FURNITURE-001,38,Home
2023-04-21,HOME-FURNITURE-001,27,Home
2023-04-22,HOME-FURNITURE-001,43,Home
2023-04-23,HOME-FURNITURE-001,45,Home
2023-04-24,HOME-FURNITURE-001,27,Home
2023-04-25,HOME-FURNITURE-001,38,Home
2023-04-26,HOME-FURNITURE-001,41,Home
2023-04-27,HOME-FURNITURE-001,36,Home
2023-04-28,HOME-FURNITURE-001,45,Home
2023-04-29,HOME-FURNITURE-001,41,Home
2023-04-30,HOME-FURNITURE-001,41,Home
2023-05-01,HOME-FURNITURE-001,53,Home
2023-05-02,HOME-FURNITURE-001,59,Home
2023-05-03,HOME-FURNITURE-001,52,Home
2023-05-04,HOME-FURNITURE-001,59,Home
2023-05-05,HOME-FURNITURE-001,73,Home
2023-05-06,HOME-FURNITURE-001,33,Home
2023-05-07,HOME-FURNITURE-001,49,Home
2023-05-08,HOME-FURNITURE-001,31,Home
2023-05-09,HOME-FURNITURE-001,41,Home
2023-05-10,HOME-FURNITURE-001,45,Home
2023-05-11,HOME-FURNITURE-001,30,Home
2023-05-12,HOME-FURNITURE-001,39,Home
2023-05-13,HOME-FURNITURE-001,46,Home
2023-05-14,HOME-FURNITURE-001,2,Home
2023-05-15,HOME-FURNITURE-001,61,Home
2023-05-16,HOME-FURNITURE-001,50,Home
2023-05-17,HOME-FURNITURE-001,35,Home
2023-05-18,HOME-FURNITURE-001,39,Home
2023-05-19,HOME-FURNITURE-001,36,Home
2023-05-20,HOME-FURNITURE-001,45,Home
2023-05-21,HOME-FURNITURE-001,44,Home
2023-05-22,HOME-FURNITURE-001,31,Home
2023-05-23,HOME-FURNITURE-001,38,Home
2023-05-24,HOME-FURNITURE-001,35,Home
2023-05-25,HOME-FURNITURE-001,29,Home
2023-05-26,HOME-FURNITURE-001,46,Home
2023-05-27,HOME-FURNITURE-001,60,Home
2023-05-28,HOME-FURNITURE-001,42,Home
2023-05-29,HOME-FURNITURE-001,50,Home
2023-05-30,HOME-FURNITURE-001,63,Home
2023-05-31,HOME-FURNITURE-001,46,Home
2023-06-01,HOME-FURNITURE-001,72,Home
2023-06-02,HOME-FURNITURE-001,68,Home
2023-06-03,HOME-FURNITURE-001,90,Home
2023-06-04,HOME-FURNITURE-001,56,Home
2023-06-05,HOME-FURNITURE-001,62,Home
2023-06-06,HOME-FURNITURE-001,64,Home
2023-06-07,HOME-FURNITURE-001,62,Home
2023-06-08,HOME-FURNITURE-001,39,Home
2023-06-09,HOME-FURNITURE-001,42,Home
2023-06-10,HOME-FURNITURE-001,56,Home
2023-06-11,HOME-FURNITURE-001,4,Home
2023-06-12,HOME-FURNITURE-001,34,Home
2023-06-13,HOME-FURNITURE-001,48,Home
2023-06-14,HOME-FURNITURE-001,56,Home
2023-06-15,HOME-FURNITURE-001,60,Home
2023-06-16,HOME-FURNITURE-001,44,Home
2023-06-17,HOME-FURNITURE-001,57,Home
2023-06-18,HOME-FURNITURE-001,30,Home
2023-06-19,HOME-FURNITURE-001,33,Home
2023-06-20,HOME-FURNITURE-001,28,Home
2023-06-21,HOME-FURNITURE-001,43,Home
2023-06-22,HOME-FURNITURE-001,38,Home
2023-06-23,HOME-FURNITURE-001,47,Home
2023-06-24,HOME-FURNITURE-001,2,Home
2023-06-25,HOME-FURNITURE-001,50,Home
2023-06-26,HOME-FURNITURE-001,37,Home
2023-06-27,HOME-FURNITURE-001,41,Home
2023-06-28,HOME-FURNITURE-001,37,Home
2023-06-29,HOME-FURNITURE-001,41,Home
2023-06-30,HOME-FURNITURE-001,39,Home
2023-07-01,HOME-FURNITURE-001,26,Home
2023-07-02,HOME-FURNITURE-001,25,Home
2023-07-03,HOME-FURNITURE-001,18,Home
2023-07-04,HOME-FURNITURE-001,22,Home
2023-07-05,HOME-FURNITURE-001,24,Home
2023-07-06,HOME-FURNITURE-001,25,Home
2023-07-07,HOME-FURNITURE-001,36,Home
2023-07-08,HOME-FURNITURE-001,35,Home
2023-07-09,HOME-FURNITURE-001,18,Home
2023-07-10,HOME-FURNITURE-001,9,Home
2023-07-11,HOME-FURNITURE-001,14,Home
2023-07-12,HOME-FURNITURE-001,14,Home
2023-07-13,HOME-FURNITURE-001,12,Home
2023-07-14,HOME-FURNITURE-001,28,Home
2023-07-15,HOME-FURNITURE-001,30,Home
2023-07-16,HOME-FURNITURE-001,24,Home
2023-07-17,HOME-FURNITURE-001,11,Home
2023-07-18,HOME-FURNITURE-001,17,Home
2023-07-19,HOME-FURNITURE-001,19,Home
2023-07-20,HOME-FURNITURE-001,14,Home
2023-07-21,HOME-FURNITURE-001,16,Home
2023-07-22,HOME-FURNITURE-001,20,Home
2023-07-23,HOME-FURNITURE-001,16,Home
2023-07-24,HOME-FURNITURE-001,12,Home
2023-07-25,HOME-FURNITURE-001,17,Home
2023-07-26,HOME-FURNITURE-001,11,Home
2023-07-27,HOME-FURNITURE-001,18,Home
2023-07-28,HOME-FURNITURE-001,17,Home
2023-07-29,HOME-FURNITURE-001,18,Home
2023-07-30,HOME-FURNITURE-001,16,Home
2023-07-31,HOME-FURNITURE-001,13,Home
2023-08-01,HOME-FURNITURE-001,11,Home
2023-08-02,HOME-FURNITURE-001,18,Home
2023-08-03,HOME-FURNITURE-001,15,Home
2023-08-04,HOME-FURNITURE-001,18,Home
2023-08-05,HOME-FURNITURE-001,22,Home
2023-08-06,HOME-FURNITURE-001,14,Home
2023-08-07,HOME-FURNITURE-001,14,Home
2023-08-08,HOME-FURNITURE-001,14,Home
2023-08-09,HOME-FURNITURE-001,17,Home
2023-08-10,HOME-FURNITURE-001,10,Home
2023-08-11,HOME-FURNITURE-001,17,Home
2023-08-12,HOME-FURNITURE-001,21,Home
2023-08-13,HOME-FURNITURE-001,21,Home
2023-08-14,HOME-FURNITURE-001,16,Home
2023-08-15,HOME-FURNITURE-001,24,Home
2023-08-16,HOME-FURNITURE-001,23,Home
2023-08-17,HOME-FURNITURE-001,25,Home
2023-08-18,HOME-FURNITURE-001,24,Home
2023-08-19,HOME-FURNITURE-001,33,Home
2023-08-20,HOME-FURNITURE-001,23,Home
2023-08-21,HOME-FURNITURE-001,10,Home
2023-08-22,HOME-FURNITURE-001,19,Home
2023-08-23,HOME-FURNITURE-001,25,Home
2023-08-24,HOME-FURNITURE-001,21,Home
2023-08-25,HOME-FURNITURE-001,25,Home
2023-08-26,HOME-FURNITURE-001,32,Home
2023-08-27,HOME-FURNITURE-001,31,Home
2023-08-28,HOME-FURNITURE-001,19,Home
2023-08-29,HOME-FURNITURE-001,14,Home
2023-08-30,HOME-FURNITURE-001,16,Home
2023-08-31,HOME-FURNITURE-001,14,Home
2023-09-01,HOME-FURNITURE-001,15,Home
2023-09-02,HOME-FURNITURE-001,15,Home
2023-09-03,HOME-FURNITURE-001,12,Home
2023-09-04,HOME-FURNITURE-001,12,Home
2023-09-05,HOME-FURNITURE-001,15,Home
2023-09-06,HOME-FURNITURE-001,15,Home
2023-09-07,HOME-FURNITURE-001,14,Home
2023-09-08,HOME-FURNITURE-001,15,Home
2023-09-09,HOME-FURNITURE-001,21,Home
2023-09-10,HOME-FURNITURE-001,13,Home
2023-09-11,HOME-FURNITURE-001,14,Home
2023-09-12,HOME-FURNITURE-001,13,Home
2023-09-13,HOME-FURNITURE-001,13,Home
2023-09-14,HOME-FURNITURE-001,12,Home
2023-09-15,HOME-FURNITURE-001,16,Home
2023-09-16,HOME-FURNITURE-001,22,Home
2023-09-17,HOME-FURNITURE-001,18,Home
2023-09-18,HOME-FURNITURE-001,15,Home
2023-09-19,HOME-FURNITURE-001,16,Home
2023-09-20,HOME-FURNITURE-001,12,Home
2023-09-21,HOME-FURNITURE-001,14,Home
2023-09-22,HOME-FURNITURE-001,15,Home
2023-09-23,HOME-FURNITURE-001,23,Home
2023-09-24,HOME-FURNITURE-001,13,Home
2023-09-25,HOME-FURNITURE-001,14,Home
2023-09-26,HOME-FURNITURE-001,17,Home
2023-09-27,HOME-FURNITURE-001,19,Home
2023-09-28,HOME-FURNITURE-001,14,Home
2023-09-29,HOME-FURNITURE-001,19,Home
2023-09-30,HOME-FURNITURE-001,25,Home
2023-10-01,HOME-FURNITURE-001,15,Home
2023-10-02,HOME-FURNITURE-001,10,Home
2023-10-03,HOME-FURNITURE-001,11,Home
2023-10-04,HOME-FURNITURE-001,25,Home
2023-10-05,HOME-FURNITURE-001,16,Home
2023-10-06,HOME-FURNITURE-001,25,Home
