Date,Product_Code,Warehouse,Sales_Quantity,Category,Unit_Price,Unit_Cost,Revenue
2022-12-03,CLTH-SNEAKERS-001,DAL-04,96,Clothing,243.85,138.35,23409.68
2022-12-04,CLTH-SNEAKERS-001,DAL-04,68,Clothing,231.47,138.35,15739.86
2022-12-05,CLTH-SNEAKERS-001,DAL-04,71,Clothing,237.66,138.35,16873.68
2022-12-06,CLTH-SNEAKERS-001,DAL-04,83,Clothing,231.84,138.35,19243.0
2022-12-07,CLTH-SNEAKERS-001,DAL-04,80,Clothing,230.65,138.35,18451.74
2022-12-08,CLTH-SNEAKERS-001,DAL-04,7,Clothing,245.35,138.35,1717.46
2022-12-09,CLTH-SNEAKERS-001,DAL-04,89,Clothing,225.34,138.35,20055.01
2022-12-10,CLTH-SNEAKERS-001,DAL-04,113,Clothing,230.57,138.35,26054.96
2022-12-11,CLTH-SNEAKERS-001,DAL-04,103,Clothing,233.52,138.35,24052.38
2022-12-12,CLTH-SNEAKERS-001,DAL-04,71,Clothing,235.12,138.35,16693.54
2022-12-13,CLTH-SNEAKERS-001,DAL-04,69,Clothing,247.54,138.35,17080.38
2022-12-14,CLTH-SNEAKERS-001,DAL-04,76,Clothing,234.98,138.35,17858.15
2022-12-15,CLTH-SNEAKERS-001,DAL-04,92,Clothing,225.51,138.35,20747.0
2022-12-16,CLTH-SNEAKERS-001,DAL-04,69,Clothing,242.61,138.35,16740.06
2022-12-17,CLTH-SNEAKERS-001,DAL-04,109,Clothing,248.6,138.35,27097.04
2022-12-18,CLTH-SNEAKERS-001,DAL-04,8,Clothing,236.79,138.35,1894.31
2022-12-19,CLTH-SNEAKERS-001,DAL-04,103,Clothing,243.29,138.35,25058.89
2022-12-20,CLTH-SNEAKERS-001,DAL-04,264,Clothing,247.22,138.35,65266.37
2022-12-21,CLTH-SNEAKERS-001,DAL-04,222,Clothing,240.21,138.35,53327.13
2022-12-22,CLTH-SNEAKERS-001,DAL-04,166,Clothing,232.88,138.35,38658.39
2022-12-23,CLTH-SNEAKERS-001,DAL-04,136,Clothing,236.02,138.35,32099.36
2022-12-24,CLTH-SNEAKERS-001,DAL-04,114,Clothing,230.96,138.35,26329.33
2022-12-25,CLTH-SNEAKERS-001,DAL-04,74,Clothing,235.6,138.35,17434.25
2022-12-26,CLTH-SNEAKERS-001,DAL-04,59,Clothing,234.31,138.35,13824.55
2022-12-27,CLTH-SNEAKERS-001,DAL-04,83,Clothing,248.28,138.35,20607.36
2022-12-28,CLTH-SNEAKERS-001,DAL-04,88,Clothing,231.3,138.35,20354.81
2022-12-29,CLTH-SNEAKERS-001,DAL-04,72,Clothing,238.17,138.35,17148.09
2022-12-30,CLTH-SNEAKERS-001,DAL-04,96,Clothing,230.66,138.35,22143.25
2022-12-31,CLTH-SNEAKERS-001,DAL-04,120,Clothing,238.87,138.35,28664.95
2023-01-01,CLTH-SNEAKERS-001,DAL-04,104,Clothing,231.67,138.35,24093.9
2023-01-02,CLTH-SNEAKERS-001,DAL-04,104,Clothing,245.86,138.35,25569.82
2023-01-03,CLTH-SNEAKERS-001,DAL-04,131,Clothing,230.65,138.35,30214.7
2023-01-04,CLTH-SNEAKERS-001,DAL-04,115,Clothing,237.0,138.35,27254.68
2023-01-05,CLTH-SNEAKERS-001,DAL-04,138,Clothing,243.56,138.35,33610.64
2023-01-06,CLTH-SNEAKERS-001,DAL-04,119,Clothing,239.77,138.35,28532.75
2023-01-07,CLTH-SNEAKERS-001,DAL-04,102,Clothing,232.52,138.35,23717.15
2023-01-08,CLTH-SNEAKERS-001,DAL-04,82,Clothing,244.02,138.35,20009.64
2023-01-09,CLTH-SNEAKERS-001,DAL-04,76,Clothing,231.05,138.35,17560.15
2023-01-10,CLTH-SNEAKERS-001,DAL-04,87,Clothing,244.99,138.35,21313.84
2023-01-11,CLTH-SNEAKERS-001,DAL-04,48,Clothing,225.86,138.35,10841.24
2023-01-12,CLTH-SNEAKERS-001,DAL-04,77,Clothing,230.73,138.35,17766.35
2023-01-13,CLTH-SNEAKERS-001,DAL-04,84,Clothing,237.69,138.35,19965.82
2023-01-14,CLTH-SNEAKERS-001,DAL-04,103,Clothing,236.35,138.35,24344.17
2023-01-15,CLTH-SNEAKERS-001,DAL-04,83,Clothing,238.47,138.35,19792.92
2023-01-16,CLTH-SNEAKERS-001,DAL-04,65,Clothing,229.01,138.35,14885.35
2023-01-17,CLTH-SNEAKERS-001,DAL-04,67,Clothing,239.68,138.35,16058.83
2023-01-18,CLTH-SNEAKERS-001,DAL-04,86,Clothing,230.88,138.35,19855.91
2023-01-19,CLTH-SNEAKERS-001,DAL-04,97,Clothing,243.68,138.35,23637.17
2023-01-20,CLTH-SNEAKERS-001,DAL-04,78,Clothing,242.25,138.35,18895.61
2023-01-21,CLTH-SNEAKERS-001,DAL-04,77,Clothing,236.12,138.35,18181.3
2023-01-22,CLTH-SNEAKERS-001,DAL-04,86,Clothing,237.36,138.35,20413.36
2023-01-23,CLTH-SNEAKERS-001,DAL-04,66,Clothing,239.07,138.35,15778.3
2023-01-24,CLTH-SNEAKERS-001,DAL-04,91,Clothing,246.21,138.35,22405.28
2023-01-25,CLTH-SNEAKERS-001,DAL-04,63,Clothing,243.02,138.35,15310.04
2023-01-26,CLTH-SNEAKERS-001,DAL-04,71,Clothing,237.87,138.35,16888.66
2023-01-27,CLTH-SNEAKERS-001,DAL-04,60,Clothing,231.85,138.35,13911.28
2023-01-28,CLTH-SNEAKERS-001,DAL-04,117,Clothing,243.95,138.35,28541.66
2023-01-29,CLTH-SNEAKERS-001,DAL-04,89,Clothing,241.71,138.35,21512.63
2023-01-30,CLTH-SNEAKERS-001,DAL-04,61,Clothing,237.81,138.35,14506.17
2023-01-31,CLTH-SNEAKERS-001,DAL-04,62,Clothing,243.58,138.35,15101.98
2023-02-01,CLTH-SNEAKERS-001,DAL-04,63,Clothing,246.1,138.35,15504.05
2023-02-02,CLTH-SNEAKERS-001,DAL-04,83,Clothing,233.87,138.35,19410.87
2023-02-03,CLTH-SNEAKERS-001,DAL-04,0,Clothing,241.13,138.35,0.0
2023-02-04,CLTH-SNEAKERS-001,DAL-04,99,Clothing,237.06,138.35,23469.26
2023-02-05,CLTH-SNEAKERS-001,DAL-04,112,Clothing,229.51,138.35,25705.13
2023-02-06,CLTH-SNEAKERS-001,DAL-04,62,Clothing,238.09,138.35,14761.65
2023-02-07,CLTH-SNEAKERS-001,DAL-04,66,Clothing,233.13,138.35,15386.36
2023-02-08,CLTH-SNEAKERS-001,DAL-04,82,Clothing,226.81,138.35,18598.19
2023-02-09,CLTH-SNEAKERS-001,DAL-04,63,Clothing,243.17,138.35,15319.72
2023-02-10,CLTH-SNEAKERS-001,DAL-04,113,Clothing,226.33,138.35,25575.21
2023-02-11,CLTH-SNEAKERS-001,DAL-04,118,Clothing,231.97,138.35,27372.48
2023-02-12,CLTH-SNEAKERS-001,DAL-04,83,Clothing,227.32,138.35,18867.56
2023-02-13,CLTH-SNEAKERS-001,DAL-04,57,Clothing,231.5,138.35,13195.43
2023-02-14,CLTH-SNEAKERS-001,DAL-04,73,Clothing,238.31,138.35,17396.45
2023-02-15,CLTH-SNEAKERS-001,DAL-04,74,Clothing,245.29,138.35,18151.19
2023-02-16,CLTH-SNEAKERS-001,DAL-04,82,Clothing,233.7,138.35,19163.08
2023-02-17,CLTH-SNEAKERS-001,DAL-04,104,Clothing,227.37,138.35,23646.97
2023-02-18,CLTH-SNEAKERS-001,DAL-04,82,Clothing,246.61,138.35,20221.85
2023-02-19,CLTH-SNEAKERS-001,DAL-04,99,Clothing,233.51,138.35,23117.84
2023-02-20,CLTH-SNEAKERS-001,DAL-04,72,Clothing,245.47,138.35,17673.88
2023-02-21,CLTH-SNEAKERS-001,DAL-04,72,Clothing,231.37,138.35,16658.91
2023-02-22,CLTH-SNEAKERS-001,DAL-04,65,Clothing,246.93,138.35,16050.68
2023-02-23,CLTH-SNEAKERS-001,DAL-04,79,Clothing,244.78,138.35,19337.89
2023-02-24,CLTH-SNEAKERS-001,DAL-04,75,Clothing,229.63,138.35,17222.58
2023-02-25,CLTH-SNEAKERS-001,DAL-04,112,Clothing,244.98,138.35,27437.64
2023-02-26,CLTH-SNEAKERS-001,DAL-04,107,Clothing,247.25,138.35,26455.32
2023-02-27,CLTH-SNEAKERS-001,DAL-04,108,Clothing,237.44,138.35,25643.81
2023-02-28,CLTH-SNEAKERS-001,DAL-04,116,Clothing,225.53,138.35,26160.91
2023-03-01,CLTH-SNEAKERS-001,DAL-04,269,Clothing,239.71,138.35,64483.07
2023-03-02,CLTH-SNEAKERS-001,DAL-04,289,Clothing,242.42,138.35,70058.75
2023-03-03,CLTH-SNEAKERS-001,DAL-04,392,Clothing,242.39,138.35,95015.17
2023-03-04,CLTH-SNEAKERS-001,DAL-04,301,Clothing,238.16,138.35,71686.69
2023-03-05,CLTH-SNEAKERS-001,DAL-04,202,Clothing,245.73,138.35,49637.58
2023-03-06,CLTH-SNEAKERS-001,DAL-04,147,Clothing,238.15,138.35,35007.87
2023-03-07,CLTH-SNEAKERS-001,DAL-04,194,Clothing,231.8,138.35,44968.28
2023-03-08,CLTH-SNEAKERS-001,DAL-04,175,Clothing,243.89,138.35,42680.79
2023-03-09,CLTH-SNEAKERS-001,DAL-04,143,Clothing,240.99,138.35,34461.87
2023-03-10,CLTH-SNEAKERS-001,DAL-04,284,Clothing,233.77,138.35,66390.42
2023-03-11,CLTH-SNEAKERS-001,DAL-04,457,Clothing,231.45,138.35,105774.5
2023-03-12,CLTH-SNEAKERS-001,DAL-04,335,Clothing,228.38,138.35,76505.94
2023-03-13,CLTH-SNEAKERS-001,DAL-04,257,Clothing,244.15,138.35,62746.59
2023-03-14,CLTH-SNEAKERS-001,DAL-04,281,Clothing,234.93,138.35,66016.05
2023-03-15,CLTH-SNEAKERS-001,DAL-04,291,Clothing,237.99,138.35,69253.98
2023-03-16,CLTH-SNEAKERS-001,DAL-04,183,Clothing,226.24,138.35,41402.44
2023-03-17,CLTH-SNEAKERS-001,DAL-04,243,Clothing,235.26,138.35,57167.78
2023-03-18,CLTH-SNEAKERS-001,DAL-04,248,Clothing,226.82,138.35,56250.62
2023-03-19,CLTH-SNEAKERS-001,DAL-04,177,Clothing,233.29,138.35,41292.25
2023-03-20,CLTH-SNEAKERS-001,DAL-04,173,Clothing,234.4,138.35,40552.03
2023-03-21,CLTH-SNEAKERS-001,DAL-04,123,Clothing,241.4,138.35,29692.36
2023-03-22,CLTH-SNEAKERS-001,DAL-04,208,Clothing,248.19,138.35,51623.51
2023-03-23,CLTH-SNEAKERS-001,DAL-04,154,Clothing,245.57,138.35,37817.54
2023-03-24,CLTH-SNEAKERS-001,DAL-04,222,Clothing,228.56,138.35,50739.58
2023-03-25,CLTH-SNEAKERS-001,DAL-04,201,Clothing,241.41,138.35,48523.05
2023-03-26,CLTH-SNEAKERS-001,DAL-04,323,Clothing,235.43,138.35,76043.28
2023-03-27,CLTH-SNEAKERS-001,DAL-04,271,Clothing,229.52,138.35,62200.98
2023-03-28,CLTH-SNEAKERS-001,DAL-04,360,Clothing,235.34,138.35,84720.73
2023-03-29,CLTH-SNEAKERS-001,DAL-04,226,Clothing,233.79,138.35,52837.47
2023-03-30,CLTH-SNEAKERS-001,DAL-04,337,Clothing,228.05,138.35,76854.45
2023-03-31,CLTH-SNEAKERS-001,DAL-04,230,Clothing,240.95,138.35,55417.47
2023-04-01,CLTH-SNEAKERS-001,DAL-04,228,Clothing,240.74,138.35,54888.52
2023-04-02,CLTH-SNEAKERS-001,DAL-04,240,Clothing,228.21,138.35,54771.02
2023-04-03,CLTH-SNEAKERS-001,DAL-04,160,Clothing,244.4,138.35,39103.5
2023-04-04,CLTH-SNEAKERS-001,DAL-04,217,Clothing,230.6,138.35,50040.09
2023-04-05,CLTH-SNEAKERS-001,DAL-04,167,Clothing,240.8,138.35,40213.15
2023-04-06,CLTH-SNEAKERS-001,DAL-04,177,Clothing,245.34,138.35,43424.69
2023-04-07,CLTH-SNEAKERS-001,DAL-04,257,Clothing,248.3,138.35,63813.86
2023-04-08,CLTH-SNEAKERS-001,DAL-04,300,Clothing,228.3,138.35,68490.72
2023-04-09,CLTH-SNEAKERS-001,DAL-04,214,Clothing,231.82,138.35,49609.72
2023-04-10,CLTH-SNEAKERS-001,DAL-04,97,Clothing,241.49,138.35,23424.93
2023-04-11,CLTH-SNEAKERS-001,DAL-04,190,Clothing,232.2,138.35,44118.0
2023-04-12,CLTH-SNEAKERS-001,DAL-04,197,Clothing,247.17,138.35,48692.68
2023-04-13,CLTH-SNEAKERS-001,DAL-04,189,Clothing,241.34,138.35,45613.12
2023-04-14,CLTH-SNEAKERS-001,DAL-04,237,Clothing,236.24,138.35,55990.0
2023-04-15,CLTH-SNEAKERS-001,DAL-04,228,Clothing,246.24,138.35,56141.91
2023-04-16,CLTH-SNEAKERS-001,DAL-04,243,Clothing,238.9,138.35,58051.87
2023-04-17,CLTH-SNEAKERS-001,DAL-04,137,Clothing,231.46,138.35,31710.34
2023-04-18,CLTH-SNEAKERS-001,DAL-04,233,Clothing,245.94,138.35,57305.05
2023-04-19,CLTH-SNEAKERS-001,DAL-04,242,Clothing,231.77,138.35,56087.31
2023-04-20,CLTH-SNEAKERS-001,DAL-04,169,Clothing,227.51,138.35,38449.03
2023-04-21,CLTH-SNEAKERS-001,DAL-04,195,Clothing,230.47,138.35,44942.4
2023-04-22,CLTH-SNEAKERS-001,DAL-04,260,Clothing,230.54,138.35,59940.64
2023-04-23,CLTH-SNEAKERS-001,DAL-04,177,Clothing,226.5,138.35,40090.51
2023-04-24,CLTH-SNEAKERS-001,DAL-04,154,Clothing,241.91,138.35,37254.75
2023-04-25,CLTH-SNEAKERS-001,DAL-04,229,Clothing,231.97,138.35,53121.84
2023-04-26,CLTH-SNEAKERS-001,DAL-04,218,Clothing,232.06,138.35,50589.28
2023-04-27,CLTH-SNEAKERS-001,DAL-04,255,Clothing,242.56,138.35,61853.83
2023-04-28,CLTH-SNEAKERS-001,DAL-04,232,Clothing,225.24,138.35,52254.64
2023-04-29,CLTH-SNEAKERS-001,DAL-04,223,Clothing,242.32,138.35,54037.06
2023-04-30,CLTH-SNEAKERS-001,DAL-04,218,Clothing,236.77,138.35,51615.62
2023-05-01,CLTH-SNEAKERS-001,DAL-04,65,Clothing,225.28,138.35,14643.45
2023-05-02,CLTH-SNEAKERS-001,DAL-04,77,Clothing,242.72,138.35,18689.5
2023-05-03,CLTH-SNEAKERS-001,DAL-04,117,Clothing,241.37,138.35,28240.82
2023-05-04,CLTH-SNEAKERS-001,DAL-04,101,Clothing,234.31,138.35,23665.46
2023-05-05,CLTH-SNEAKERS-001,DAL-04,141,Clothing,228.81,138.35,32262.13
2023-05-06,CLTH-SNEAKERS-001,DAL-04,77,Clothing,237.19,138.35,18263.97
2023-05-07,CLTH-SNEAKERS-001,DAL-04,77,Clothing,246.9,138.35,19011.46
2023-05-08,CLTH-SNEAKERS-001,DAL-04,65,Clothing,226.47,138.35,14720.27
2023-05-09,CLTH-SNEAKERS-001,DAL-04,52,Clothing,242.37,138.35,12603.44
2023-05-10,CLTH-SNEAKERS-001,DAL-04,87,Clothing,246.79,138.35,21471.15
2023-05-11,CLTH-SNEAKERS-001,DAL-04,54,Clothing,243.11,138.35,13127.93
2023-05-12,CLTH-SNEAKERS-001,DAL-04,99,Clothing,227.72,138.35,22544.5
2023-05-13,CLTH-SNEAKERS-001,DAL-04,79,Clothing,235.34,138.35,18591.74
2023-05-14,CLTH-SNEAKERS-001,DAL-04,81,Clothing,232.19,138.35,18807.7
2023-05-15,CLTH-SNEAKERS-001,DAL-04,72,Clothing,226.43,138.35,16302.79
2023-05-16,CLTH-SNEAKERS-001,DAL-04,104,Clothing,243.28,138.35,25300.91
2023-05-17,CLTH-SNEAKERS-001,DAL-04,80,Clothing,243.58,138.35,19486.11
2023-05-18,CLTH-SNEAKERS-001,DAL-04,83,Clothing,228.61,138.35,18974.36
2023-05-19,CLTH-SNEAKERS-001,DAL-04,155,Clothing,233.63,138.35,36212.67
2023-05-20,CLTH-SNEAKERS-001,DAL-04,142,Clothing,243.05,138.35,34512.71
2023-05-21,CLTH-SNEAKERS-001,DAL-04,87,Clothing,234.58,138.35,20408.37
2023-05-22,CLTH-SNEAKERS-001,DAL-04,1,Clothing,239.9,138.35,239.9
2023-05-23,CLTH-SNEAKERS-001,DAL-04,52,Clothing,240.04,138.35,12481.84
2023-05-24,CLTH-SNEAKERS-001,DAL-04,78,Clothing,237.26,138.35,18506.05
2023-05-25,CLTH-SNEAKERS-001,DAL-04,74,Clothing,225.55,138.35,16690.81
2023-05-26,CLTH-SNEAKERS-001,DAL-04,107,Clothing,243.51,138.35,26055.1
2023-05-27,CLTH-SNEAKERS-001,DAL-04,109,Clothing,237.86,138.35,25927.19
2023-05-28,CLTH-SNEAKERS-001,DAL-04,65,Clothing,245.17,138.35,15936.15
2023-05-29,CLTH-SNEAKERS-001,DAL-04,79,Clothing,227.51,138.35,17973.36
2023-05-30,CLTH-SNEAKERS-001,DAL-04,84,Clothing,237.62,138.35,19959.85
2023-05-31,CLTH-SNEAKERS-001,DAL-04,60,Clothing,238.0,138.35,14279.74
2023-06-01,CLTH-SNEAKERS-001,DAL-04,79,Clothing,239.49,138.35,18919.7
2023-06-02,CLTH-SNEAKERS-001,DAL-04,104,Clothing,234.35,138.35,24372.78
2023-06-03,CLTH-SNEAKERS-001,DAL-04,0,Clothing,247.42,138.35,0.0
2023-06-04,CLTH-SNEAKERS-001,DAL-04,104,Clothing,232.97,138.35,24228.74
2023-06-05,CLTH-SNEAKERS-001,DAL-04,51,Clothing,226.92,138.35,11572.83
2023-06-06,CLTH-SNEAKERS-001,DAL-04,69,Clothing,226.79,138.35,15648.2
2023-06-07,CLTH-SNEAKERS-001,DAL-04,67,Clothing,231.74,138.35,15526.86
2023-06-08,CLTH-SNEAKERS-001,DAL-04,95,Clothing,242.15,138.35,23004.6
2023-06-09,CLTH-SNEAKERS-001,DAL-04,84,Clothing,248.02,138.35,20833.54
2023-06-10,CLTH-SNEAKERS-001,DAL-04,81,Clothing,239.36,138.35,19388.02
2023-06-11,CLTH-SNEAKERS-001,DAL-04,92,Clothing,248.67,138.35,22877.34
2023-06-12,CLTH-SNEAKERS-001,DAL-04,73,Clothing,226.57,138.35,16539.81
2023-06-13,CLTH-SNEAKERS-001,DAL-04,86,Clothing,243.33,138.35,20925.98
2023-06-14,CLTH-SNEAKERS-001,DAL-04,75,Clothing,227.12,138.35,17034.23
2023-06-15,CLTH-SNEAKERS-001,DAL-04,82,Clothing,243.81,138.35,19992.82
2023-06-16,CLTH-SNEAKERS-001,DAL-04,81,Clothing,229.47,138.35,18586.76
2023-06-17,CLTH-SNEAKERS-001,DAL-04,123,Clothing,242.5,138.35,29826.92
2023-06-18,CLTH-SNEAKERS-001,DAL-04,5,Clothing,236.41,138.35,1182.03
2023-06-19,CLTH-SNEAKERS-001,DAL-04,78,Clothing,228.93,138.35,17856.39
2023-06-20,CLTH-SNEAKERS-001,DAL-04,88,Clothing,243.5,138.35,21428.17
2023-06-21,CLTH-SNEAKERS-001,DAL-04,85,Clothing,232.59,138.35,19769.89
2023-06-22,CLTH-SNEAKERS-001,DAL-04,64,Clothing,228.59,138.35,14629.79
2023-06-23,CLTH-SNEAKERS-001,DAL-04,149,Clothing,227.01,138.35,33824.07
2023-06-24,CLTH-SNEAKERS-001,DAL-04,150,Clothing,234.93,138.35,35239.99
2023-06-25,CLTH-SNEAKERS-001,DAL-04,155,Clothing,235.68,138.35,36530.49
2023-06-26,CLTH-SNEAKERS-001,DAL-04,113,Clothing,245.32,138.35,27721.09
2023-06-27,CLTH-SNEAKERS-001,DAL-04,128,Clothing,230.19,138.35,29464.78
2023-06-28,CLTH-SNEAKERS-001,DAL-04,88,Clothing,246.34,138.35,21677.66
2023-06-29,CLTH-SNEAKERS-001,DAL-04,78,Clothing,238.93,138.35,18636.68
2023-06-30,CLTH-SNEAKERS-001,DAL-04,83,Clothing,236.62,138.35,19639.43
2023-07-01,CLTH-SNEAKERS-001,DAL-04,102,Clothing,235.36,138.35,24007.02
2023-07-02,CLTH-SNEAKERS-001,DAL-04,81,Clothing,235.94,138.35,19110.74
2023-07-03,CLTH-SNEAKERS-001,DAL-04,64,Clothing,241.96,138.35,15485.19
2023-07-04,CLTH-SNEAKERS-001,DAL-04,84,Clothing,239.03,138.35,20078.69
2023-07-05,CLTH-SNEAKERS-001,DAL-04,74,Clothing,241.4,138.35,17863.91
2023-07-06,CLTH-SNEAKERS-001,DAL-04,80,Clothing,238.36,138.35,19069.16
2023-07-07,CLTH-SNEAKERS-001,DAL-04,70,Clothing,230.48,138.35,16133.9
2023-07-08,CLTH-SNEAKERS-001,DAL-04,86,Clothing,238.37,138.35,20500.17
2023-07-09,CLTH-SNEAKERS-001,DAL-04,95,Clothing,244.7,138.35,23246.03
2023-07-10,CLTH-SNEAKERS-001,DAL-04,54,Clothing,240.82,138.35,13004.22
2023-07-11,CLTH-SNEAKERS-001,DAL-04,93,Clothing,233.46,138.35,21711.58
2023-07-12,CLTH-SNEAKERS-001,DAL-04,90,Clothing,239.15,138.35,21523.48
2023-07-13,CLTH-SNEAKERS-001,DAL-04,75,Clothing,235.71,138.35,17678.3
2023-07-14,CLTH-SNEAKERS-001,DAL-04,132,Clothing,227.78,138.35,30066.36
2023-07-15,CLTH-SNEAKERS-001,DAL-04,117,Clothing,244.47,138.35,28603.44
2023-07-16,CLTH-SNEAKERS-001,DAL-04,74,Clothing,227.08,138.35,16803.99
2023-07-17,CLTH-SNEAKERS-001,DAL-04,74,Clothing,237.54,138.35,17577.74
2023-07-18,CLTH-SNEAKERS-001,DAL-04,79,Clothing,246.64,138.35,19484.36
2023-07-19,CLTH-SNEAKERS-001,DAL-04,69,Clothing,241.65,138.35,16673.96
2023-07-20,CLTH-SNEAKERS-001,DAL-04,66,Clothing,231.86,138.35,15302.83
2023-07-21,CLTH-SNEAKERS-001,DAL-04,104,Clothing,237.47,138.35,24696.43
2023-07-22,CLTH-SNEAKERS-001,DAL-04,90,Clothing,227.87,138.35,20508.1
2023-07-23,CLTH-SNEAKERS-001,DAL-04,85,Clothing,242.52,138.35,20613.97
2023-07-24,CLTH-SNEAKERS-001,DAL-04,58,Clothing,225.6,138.35,13084.8
2023-07-25,CLTH-SNEAKERS-001,DAL-04,70,Clothing,235.45,138.35,16481.19
2023-07-26,CLTH-SNEAKERS-001,DAL-04,77,Clothing,230.33,138.35,17735.43
2023-07-27,CLTH-SNEAKERS-001,DAL-04,83,Clothing,240.09,138.35,19927.71
2023-07-28,CLTH-SNEAKERS-001,DAL-04,55,Clothing,245.05,138.35,13477.53
2023-07-29,CLTH-SNEAKERS-001,DAL-04,99,Clothing,231.37,138.35,22906.09
2023-07-30,CLTH-SNEAKERS-001,DAL-04,77,Clothing,235.71,138.35,18150.01
2023-07-31,CLTH-SNEAKERS-001,DAL-04,81,Clothing,241.97,138.35,19599.21
2023-08-01,CLTH-SNEAKERS-001,DAL-04,285,Clothing,243.36,138.35,69358.76
2023-08-02,CLTH-SNEAKERS-001,DAL-04,187,Clothing,235.67,138.35,44069.85
2023-08-03,CLTH-SNEAKERS-001,DAL-04,147,Clothing,230.19,138.35,33837.8
2023-08-04,CLTH-SNEAKERS-001,DAL-04,232,Clothing,244.95,138.35,56827.45
2023-08-05,CLTH-SNEAKERS-001,DAL-04,240,Clothing,242.87,138.35,58288.73
2023-08-06,CLTH-SNEAKERS-001,DAL-04,282,Clothing,227.77,138.35,64229.93
2023-08-07,CLTH-SNEAKERS-001,DAL-04,210,Clothing,235.05,138.35,49361.25
2023-08-08,CLTH-SNEAKERS-001,DAL-04,224,Clothing,233.15,138.35,52226.25
2023-08-09,CLTH-SNEAKERS-001,DAL-04,180,Clothing,240.76,138.35,43336.11
2023-08-10,CLTH-SNEAKERS-001,DAL-04,218,Clothing,239.76,138.35,52267.63
2023-08-11,CLTH-SNEAKERS-001,DAL-04,237,Clothing,234.63,138.35,55606.63
2023-08-12,CLTH-SNEAKERS-001,DAL-04,257,Clothing,226.29,138.35,58157.71
2023-08-13,CLTH-SNEAKERS-001,DAL-04,167,Clothing,241.57,138.35,40342.78
2023-08-14,CLTH-SNEAKERS-001,DAL-04,195,Clothing,228.33,138.35,44524.96
2023-08-15,CLTH-SNEAKERS-001,DAL-04,201,Clothing,241.74,138.35,48589.22
2023-08-16,CLTH-SNEAKERS-001,DAL-04,195,Clothing,240.1,138.35,46819.99
2023-08-17,CLTH-SNEAKERS-001,DAL-04,180,Clothing,229.35,138.35,41282.21
2023-08-18,CLTH-SNEAKERS-001,DAL-04,201,Clothing,241.11,138.35,48462.76
2023-08-19,CLTH-SNEAKERS-001,DAL-04,3,Clothing,228.84,138.35,686.51
2023-08-20,CLTH-SNEAKERS-001,DAL-04,241,Clothing,244.78,138.35,58991.14
2023-08-21,CLTH-SNEAKERS-001,DAL-04,283,Clothing,225.86,138.35,63917.23
2023-08-22,CLTH-SNEAKERS-001,DAL-04,250,Clothing,232.46,138.35,58114.69
2023-08-23,CLTH-SNEAKERS-001,DAL-04,205,Clothing,248.75,138.35,50994.7
2023-08-24,CLTH-SNEAKERS-001,DAL-04,379,Clothing,248.59,138.35,94214.67
2023-08-25,CLTH-SNEAKERS-001,DAL-04,298,Clothing,232.8,138.35,69374.81
2023-08-26,CLTH-SNEAKERS-001,DAL-04,221,Clothing,239.8,138.35,52995.69
2023-08-27,CLTH-SNEAKERS-001,DAL-04,255,Clothing,229.48,138.35,58516.39
2023-08-28,CLTH-SNEAKERS-001,DAL-04,215,Clothing,245.19,138.35,52715.05
2023-08-29,CLTH-SNEAKERS-001,DAL-04,153,Clothing,227.28,138.35,34774.35
2023-08-30,CLTH-SNEAKERS-001,DAL-04,170,Clothing,231.0,138.35,39270.1
2023-08-31,CLTH-SNEAKERS-001,DAL-04,172,Clothing,243.68,138.35,41912.51
2023-09-01,CLTH-SNEAKERS-001,DAL-04,260,Clothing,231.8,138.35,60268.24
2023-09-02,CLTH-SNEAKERS-001,DAL-04,309,Clothing,239.39,138.35,73971.88
2023-09-03,CLTH-SNEAKERS-001,DAL-04,183,Clothing,242.54,138.35,44385.29
2023-09-04,CLTH-SNEAKERS-001,DAL-04,204,Clothing,242.37,138.35,49443.07
2023-09-05,CLTH-SNEAKERS-001,DAL-04,177,Clothing,230.86,138.35,40862.79
2023-09-06,CLTH-SNEAKERS-001,DAL-04,208,Clothing,244.58,138.35,50872.2
2023-09-07,CLTH-SNEAKERS-001,DAL-04,160,Clothing,231.94,138.35,37110.38
2023-09-08,CLTH-SNEAKERS-001,DAL-04,224,Clothing,241.36,138.35,54065.35
2023-09-09,CLTH-SNEAKERS-001,DAL-04,244,Clothing,231.56,138.35,56500.87
2023-09-10,CLTH-SNEAKERS-001,DAL-04,208,Clothing,227.11,138.35,47239.0
2023-09-11,CLTH-SNEAKERS-001,DAL-04,178,Clothing,233.5,138.35,41563.46
2023-09-12,CLTH-SNEAKERS-001,DAL-04,168,Clothing,228.68,138.35,38418.89
2023-09-13,CLTH-SNEAKERS-001,DAL-04,172,Clothing,245.32,138.35,42195.38
2023-09-14,CLTH-SNEAKERS-001,DAL-04,212,Clothing,231.22,138.35,49018.84
2023-09-15,CLTH-SNEAKERS-001,DAL-04,274,Clothing,243.58,138.35,66741.87
2023-09-16,CLTH-SNEAKERS-001,DAL-04,247,Clothing,242.61,138.35,59925.77
2023-09-17,CLTH-SNEAKERS-001,DAL-04,235,Clothing,241.41,138.35,56731.66
2023-09-18,CLTH-SNEAKERS-001,DAL-04,188,Clothing,227.95,138.35,42854.46
