Date,SKU,Quantity
22 Jul 2023,PROD-005,594
23 Jul 2023,PROD-005,623
24 Jul 2023,PROD-005,579
25 Jul 2023,PROD-005,601
26 Jul 2023,PROD-005,543
27 Jul 2023,PROD-005,572
28 Jul 2023,PROD-005,752
29 Jul 2023,PROD-005,795
30 Jul 2023,PROD-005,647
31 Jul 2023,PROD-005,494
01 Aug 2023,PROD-005,231
02 Aug 2023,PROD-005,219
03 Aug 2023,PROD-005,280
04 Aug 2023,PROD-005,268
05 Aug 2023,PROD-005,338
06 Aug 2023,PROD-005,305
07 Aug 2023,PROD-005,225
08 Aug 2023,PROD-005,231
09 Aug 2023,PROD-005,251
10 Aug 2023,PROD-005,240
11 Aug 2023,PROD-005,252
12 Aug 2023,PROD-005,373
13 Aug 2023,PROD-005,281
14 Aug 2023,PROD-005,275
15 Aug 2023,PROD-005,414
16 Aug 2023,PROD-005,427
17 Aug 2023,PROD-005,415
18 Aug 2023,PROD-005,434
19 Aug 2023,PROD-005,493
20 Aug 2023,PROD-005,374
21 Aug 2023,PROD-005,315
22 Aug 2023,PROD-005,282
23 Aug 2023,PROD-005,314
24 Aug 2023,PROD-005,352
25 Aug 2023,PROD-005,289
26 Aug 2023,PROD-005,307
27 Aug 2023,PROD-005,287
28 Aug 2023,PROD-005,201
29 Aug 2023,PROD-005,250
30 Aug 2023,PROD-005,253
31 Aug 2023,PROD-005,256
01 Sep 2023,PROD-005,308
02 Sep 2023,PROD-005,314
03 Sep 2023,PROD-005,259
04 Sep 2023,PROD-005,219
05 Sep 2023,PROD-005,287
06 Sep 2023,PROD-005,238
07 Sep 2023,PROD-005,218
08 Sep 2023,PROD-005,308
09 Sep 2023,PROD-005,298
10 Sep 2023,PROD-005,208
11 Sep 2023,PROD-005,222
12 Sep 2023,PROD-005,228
13 Sep 2023,PROD-005,239
14 Sep 2023,PROD-005,249
15 Sep 2023,PROD-005,283
16 Sep 2023,PROD-005,323
17 Sep 2023,PROD-005,254
18 Sep 2023,PROD-005,215
19 Sep 2023,PROD-005,235
20 Sep 2023,PROD-005,259
21 Sep 2023,PROD-005,256
22 Sep 2023,PROD-005,251
23 Sep 2023,PROD-005,334
24 Sep 2023,PROD-005,251
25 Sep 2023,PROD-005,222
26 Sep 2023,PROD-005,250
27 Sep 2023,PROD-005,286
28 Sep 2023,PROD-005,236
29 Sep 2023,PROD-005,268
30 Sep 2023,PROD-005,301
01 Oct 2023,PROD-005,257
02 Oct 2023,PROD-005,221
03 Oct 2023,PROD-005,202
04 Oct 2023,PROD-005,216
05 Oct 2023,PROD-005,215
06 Oct 2023,PROD-005,304
07 Oct 2023,PROD-005,354
08 Oct 2023,PROD-005,263
09 Oct 2023,PROD-005,202
10 Oct 2023,PROD-005,243
11 Oct 2023,PROD-005,269
12 Oct 2023,PROD-005,219
13 Oct 2023,PROD-005,284
14 Oct 2023,PROD-005,331
15 Oct 2023,PROD-005,279
16 Oct 2023,PROD-005,209
17 Oct 2023,PROD-005,266
18 Oct 2023,PROD-005,176
19 Oct 2023,PROD-005,258
20 Oct 2023,PROD-005,260
21 Oct 2023,PROD-005,247
22 Oct 2023,PROD-005,279
23 Oct 2023,PROD-005,233
24 Oct 2023,PROD-005,238
25 Oct 2023,PROD-005,265
26 Oct 2023,PROD-005,280
27 Oct 2023,PROD-005,314
28 Oct 2023,PROD-005,352
29 Oct 2023,PROD-005,285
30 Oct 2023,PROD-005,207
31 Oct 2023,PROD-005,203
01 Nov 2023,PROD-005,236
02 Nov 2023,PROD-005,221
03 Nov 2023,PROD-005,338
04 Nov 2023,PROD-005,297
05 Nov 2023,PROD-005,269
06 Nov 2023,PROD-005,217
07 Nov 2023,PROD-005,243
08 Nov 2023,PROD-005,283
09 Nov 2023,PROD-005,226
10 Nov 2023,PROD-005,283
11 Nov 2023,PROD-005,280
12 Nov 2023,PROD-005,231
13 Nov 2023,PROD-005,193
14 Nov 2023,PROD-005,241
15 Nov 2023,PROD-005,231
16 Nov 2023,PROD-005,225
17 Nov 2023,PROD-005,239
18 Nov 2023,PROD-005,300
19 Nov 2023,PROD-005,226
20 Nov 2023,PROD-005,221
21 Nov 2023,PROD-005,244
22 Nov 2023,PROD-005,248
23 Nov 2023,PROD-005,281
24 Nov 2023,PROD-005,309
25 Nov 2023,PROD-005,1124
26 Nov 2023,PROD-005,951
27 Nov 2023,PROD-005,451
28 Nov 2023,PROD-005,1148
29 Nov 2023,PROD-005,238
30 Nov 2023,PROD-005,258
01 Dec 2023,PROD-005,711
02 Dec 2023,PROD-005,699
03 Dec 2023,PROD-005,644
04 Dec 2023,PROD-005,473
05 Dec 2023,PROD-005,670
06 Dec 2023,PROD-005,606
07 Dec 2023,PROD-005,720
08 Dec 2023,PROD-005,692
09 Dec 2023,PROD-005,703
10 Dec 2023,PROD-005,565
11 Dec 2023,PROD-005,421
12 Dec 2023,PROD-005,509
13 Dec 2023,PROD-005,621
14 Dec 2023,PROD-005,636
15 Dec 2023,PROD-005,586
16 Dec 2023,PROD-005,824
17 Dec 2023,PROD-005,760
18 Dec 2023,PROD-005,626
19 Dec 2023,PROD-005,844
20 Dec 2023,PROD-005,1320
21 Dec 2023,PROD-005,1061
22 Dec 2023,PROD-005,1015
23 Dec 2023,PROD-005,832
24 Dec 2023,PROD-005,742
25 Dec 2023,PROD-005,504
26 Dec 2023,PROD-005,546
27 Dec 2023,PROD-005,597
28 Dec 2023,PROD-005,610
29 Dec 2023,PROD-005,681
30 Dec 2023,PROD-005,708
31 Dec 2023,PROD-005,677
